id,code,name,country_id,transport_id/id
l10n_mx_wbl_stationsEF1245,EF1245,Las Palmas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1246,EF1246,Reforma,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1247,EF1247,Cabestrada,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1248,EF1248,Las Anonas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1249,EF1249,Chahuites,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1250,EF1250,Elías Castro Ortega,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1251,EF1251,San Ramón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1252,EF1252,Aurora,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1253,EF1253,Arriaga,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1254,EF1254,San Antolín,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1255,EF1255,Tonalá,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1256,EF1256,Esmeralda,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1257,EF1257,La Polka,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1258,EF1258,Cabaña,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1259,EF1259,Amates,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1260,EF1260,Mojarras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1261,EF1261,Andrés,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1262,EF1262,Tres Picos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1263,EF1263,Indalecio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1264,EF1264,Ricardo Flores Magón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1265,EF1265,Los Patos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1266,EF1266,Joaquín Amaron,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1267,EF1267,San Isidro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1268,EF1268,Colonia Central,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1269,EF1269,Nancinapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1270,EF1270,Urbina,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1271,EF1271,Pijijiapan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1272,EF1272,Echegaray,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1273,EF1273,El Progreso,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1274,EF1274,El Carmen,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1275,EF1275,Margaritas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1276,EF1276,Polmorada,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1277,EF1277,Jericó,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1278,EF1278,Leon Brindis,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1279,EF1279,Valdivia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1280,EF1280,Mapastepec,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1281,EF1281,Barrancón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1282,EF1282,La Playa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1283,EF1283,Sesecapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1284,EF1284,Ulapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1285,EF1285,El Pataste,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1286,EF1286,La Bonanza,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1287,EF1287,Socomusco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1288,EF1288,Acapetahua,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1289,EF1289,Zorrillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1290,EF1290,La Acacia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1291,EF1291,Zacualpan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1292,EF1292,Villa de Comaltitlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1293,EF1293,Despoblado,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1294,EF1294,Saltillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1295,EF1295,Montecristo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1296,EF1296,Huixtla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1297,EF1297,Tuzantan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1298,EF1298,Islamapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1299,EF1299,Chamulapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1300,EF1300,Cuyamiapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1301,EF1301,Huehuetan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1302,EF1302,22 de Mayo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1303,EF1303,Tapachula,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1304,EF1304,Los Toros,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1305,EF1305,Congregación Reforma,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1306,EF1306,El Manzano,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1307,EF1307,La Soledad,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1308,EF1308,Cahuacan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1309,EF1309,Ejido 20 de Noviembre,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1310,EF1310,Tres Hermanos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1311,EF1311,El Silencio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1312,EF1312,La Gloria,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1313,EF1313,El Dorado,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1314,EF1314,Los Fideles,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1315,EF1315,EL Campito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1316,EF1316,La Platanera,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1317,EF1317,Ciudad Hidalgo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1318,EF1318,Puerto Madero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1319,EF1319,Canadá,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1320,EF1320,Jaltomate,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1321,EF1321,Amapola del Rio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1322,EF1322,Gallardo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1323,EF1323,El Tule,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1324,EF1324,Villa Juárez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1325,EF1325,San Juan del Rio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1326,EF1326,San Gil,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1327,EF1327,Bimbaletes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1328,EF1328,Loreto,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1329,EF1329,Genaro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1330,EF1330,Tauro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1331,EF1331,La Honda,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1332,EF1332,La Olma,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1333,EF1333,Perón Blanco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1334,EF1334,Salinas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1335,EF1335,Sotol,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1336,EF1336,El Jaibito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1337,EF1337,Espíritu Santo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1338,EF1338,Tolosa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1339,EF1339,Ipiña,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1340,EF1340,Arenal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1341,EF1341,El Viejo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1342,EF1342,El Corte,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1343,EF1343,Julián Carrillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1344,EF1344,Palmar Primero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1345,EF1345,Ojo Zarco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1346,EF1346,Estanzuela,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1347,EF1347,Alonso,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1348,EF1348,Techa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1349,EF1349,Ventura,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1350,EF1350,Corcovada,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1351,EF1351,Pozo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1352,EF1352,Los Venaditos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1353,EF1353,Peotillos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1354,EF1354,San Ignacio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1355,EF1355,Silos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1356,EF1356,Villar,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1357,EF1357,La Joya,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1358,EF1358,Montaña,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1359,EF1359,Cerritos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1360,EF1360,El Gato,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1361,EF1361,La Borreguita,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1362,EF1362,El Tejocote,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1363,EF1363,San Bartolo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1364,EF1364,EL Viejo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1365,EF1365,Las Tablas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1366,EF1366,Los Anteojos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1367,EF1367,El Divisadero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1368,EF1368,El Duro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1369,EF1369,La Cinta,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1370,EF1370,Cárdenas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1371,EF1371,La Presa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1372,EF1372,La Bomba,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1373,EF1373,Escontria,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1374,EF1374,La Labor,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1375,EF1375,Las Candas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1376,EF1376,Espinazo de Diablo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1377,EF1377,Venastequi,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1378,EF1378,El Balcón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1379,EF1379,Zacate,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1380,EF1380,Cafetal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1381,EF1381,Tamasopo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1382,EF1382,La Changa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1383,EF1383,Abacatan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1384,EF1384,Tambaca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1385,EF1385,Rascón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1386,EF1386,San Dieguito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1387,EF1387,Las Crucitas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1388,EF1388,Quinientos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1389,EF1389,Micos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1390,EF1390,Pago Pago,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1391,EF1391,San Mateo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1392,EF1392,Valles,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1393,EF1393,El Abra,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1394,EF1394,Tanimul,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1395,EF1395,Las Palmas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1396,EF1396,Tamuin,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1397,EF1397,El Coco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1398,EF1398,Celis,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1399,EF1399,Velasco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1400,EF1400,Auza,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1401,EF1401,Ébano,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1402,EF1402,Ferronales,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1403,EF1403,Chi Jol,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1404,EF1404,Méndez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1405,EF1405,Lázaro Cárdenas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1406,EF1406,Chila,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1407,EF1407,El Claron,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1408,EF1408,Ochoa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1409,EF1409,Ferroautlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1410,EF1410,Tamos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1411,EF1411,Tampico,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1412,EF1412,Árbol Grande,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1413,EF1413,Dora Cecilia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1414,EF1414,La Angostura,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1415,EF1415,Pastora,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1416,EF1416,Cirio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1417,EF1417,Zuciga,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1418,EF1418,Naranjal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1419,EF1419,Rio verde,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1420,EF1420,Ciudad Madero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1421,EF1421,Germinal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1422,EF1422,Miramar,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1423,EF1423,Altamira,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1424,EF1424,Colonia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1425,EF1425,Cervantes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1426,EF1426,San Carlitos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1427,EF1427,El Esfuerzo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1428,EF1428,Los Enteros,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1429,EF1429,Cuauhtémoc,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1430,EF1430,Los Plátanos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1431,EF1431,Chocoy,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1432,EF1432,Manuel,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1433,EF1433,González,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1434,EF1434,El Bernal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1435,EF1435,Rosillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1436,EF1436,Pretil,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1437,EF1437,Calles,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1438,EF1438,Escandón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1439,EF1439,Ignacio Zaragoza,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1440,EF1440,Forlón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1441,EF1441,San Francisco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1442,EF1442,Lavín,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1443,EF1443,Zorrilla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1444,EF1444,Rosa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1445,EF1445,Ciudad Victoria,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1446,EF1446,La Misión,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1447,EF1447,Caballeros,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1448,EF1448,Cerámica,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1449,EF1449,Carbonero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1450,EF1450,Otilio Montaño,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1451,EF1451,Martinez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1452,EF1452,Santa Enoracia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1453,EF1453,Adeleida,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1454,EF1454,Cruz,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1455,EF1455,Tinajas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1456,EF1456,Puerto del Aire,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1457,EF1457,Carrizos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1458,EF1458,Grande,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1459,EF1459,Campoamor,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1460,EF1460,Garza Valdez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1461,EF1461,Cima,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1462,EF1462,Benítez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1463,EF1463,Maguiras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1464,EF1464,Linares,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1465,EF1465,Alta,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1466,EF1466,Huertas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1467,EF1467,Paras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1468,EF1468,Montemorelos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1469,EF1469,Terán,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1470,EF1470,Vaqueros,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1471,EF1471,Emilio Carranza,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1472,EF1472,Caña,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1473,EF1473,San Juan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1474,EF1474,Pedro C. Morales,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1475,EF1475,Cadereyta,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1476,EF1476,Bellavista,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1477,EF1477,Cerrito la Silla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1478,EF1478,San Miguel,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1479,EF1479,Lindavista,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1480,EF1480,Monterrey,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1481,EF1481,General Escobedo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1482,EF1482,Chimpinque,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1483,EF1483,Abasolito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1484,EF1484,Hidalgo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1485,EF1485,Villa Mina,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1486,EF1486,Arista,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1487,EF1487,Ixtle,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1488,EF1488,El Milagro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1489,EF1489,Ramos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1490,EF1490,Paredón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1491,EF1491,Amargos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1492,EF1492,Las Moras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1493,EF1493,Fraustro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1494,EF1494,Placa KM. M-636,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1495,EF1495,Josefa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1496,EF1496,Sauceda,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1497,EF1497,Mimo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1498,EF1498,Hipólito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1499,EF1499,Letona,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1500,EF1500,Brisa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1501,EF1501,Marte,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1502,EF1502,Venus,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1503,EF1503,Tizoc,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1504,EF1504,Cacama,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1505,EF1505,Madero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1506,EF1506,Pomona,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1507,EF1507,Talía,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1508,EF1508,Ceres,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1509,EF1509,La Sección,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1510,EF1510,Minerva,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1511,EF1511,Benavides,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1512,EF1512,Nazas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1513,EF1513,San Pedro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1514,EF1514,Gurza,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1515,EF1515,Concordia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1516,EF1516,La Dalia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1517,EF1517,Santa Teresa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1518,EF1518,Santo Niño,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1519,EF1519,Abelardo Rodriguez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1520,EF1520,Porvenir,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1521,EF1521,Gregorio Garcia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1522,EF1522,Lujan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1523,EF1523,El Compas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1524,EF1524,Viredo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1525,EF1525,Ferroaleaciones,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1526,EF1526,General Banda,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF1527,EF1527,El Conejo,MX,l10n_mx_wbl_transport_04
