id,code,name,country_id,transport_id/id
l10n_mx_wbl_stationsEF437,EF437,Puente de Ixtla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF438,EF438,Cacahuamilpa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF439,EF439,Cajones,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF440,EF440,El Sureño,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF441,EF441,Casahuatlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF442,EF442,Santa Fe,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF443,EF443,Samano,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF444,EF444,Vista,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF445,EF445,Pimentel,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF446,EF446,Los Amantes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF447,EF447,Naranjo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF448,EF448,Iguala,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF449,EF449,Metlapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF450,EF450,Mextitlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF451,EF451,Xonacatla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF452,EF452,Cocula,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF453,EF453,El Puente,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF454,EF454,Apipilulco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF455,EF455,Tlanipantlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF456,EF456,Olea,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF457,EF457,Durango,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF458,EF458,Labor,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF459,EF459,Málaga,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF460,EF460,El Salvador,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF461,EF461,Chorro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF462,EF462,Francisco I. Madero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF463,EF463,Guadalupe Victoria,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF464,EF464,Calixto Contreras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF465,EF465,Ignacio Allende,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF466,EF466,Luis Moya,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF467,EF467,Progreso,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF468,EF468,Colonia Independencia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF469,EF469,Placa KM. DA-114,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF470,EF470,Yerbanis,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF471,EF471,Chupaderos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF472,EF472,Pasaje,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF473,EF473,El Centro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF474,EF474,Agua Vieja,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF475,EF475,Las Mercedes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF476,EF476,Pedricera,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF477,EF477,Huarichi,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF478,EF478,Diego,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF479,EF479,Chocolate,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF480,EF480,Placa KM. DA-219,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF481,EF481,La Goma,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF482,EF482,Ejido Monterrey,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF483,EF483,Villa Juárez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF484,EF484,Rio Nazas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF485,EF485,Alianza,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF486,EF486,Pedrera KM. DB-10,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF487,EF487,Casa Blanca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF488,EF488,Morcillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF489,EF489,Ranchoya,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF490,EF490,Carpintero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF491,EF491,El Sábalo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF492,EF492,Nicolás Bravo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF493,EF493,Lucia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF494,EF494,La Granja,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF495,EF495,Canatlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF496,EF496,Pozole,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF497,EF497,Los Pinos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF498,EF498,Don Hilario,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF499,EF499,Las Olas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF500,EF500,La Soledad,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF501,EF501,Guatimape,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF502,EF502,Esfuerzos Unidos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF503,EF503,Alisos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF504,EF504,Nuevo Ideal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF505,EF505,Angelita,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF506,EF506,Las Flores,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF507,EF507,Chinacates,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF508,EF508,El Jaguey,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF509,EF509,Francisco Javier Leyva,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF510,EF510,Huizache,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF511,EF511,Placa KM. DB-157,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF512,EF512,Santiago Papasquiaro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF513,EF513,Tambor,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF514,EF514,Barrazas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF515,EF515,El Barrial,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF516,EF516,Hervideros,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF517,EF517,Los Herreras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF518,EF518,Pedrera KM. DB-187,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF519,EF519,Pascuales,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF520,EF520,Manqueros,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF521,EF521,Los Corrales,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF522,EF522,Sandias,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF523,EF523,La Candela,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF524,EF524,El Presidio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF525,EF525,Escape Presidio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF526,EF526,Carreras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF527,EF527,Tepehuanes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF528,EF528,Central Camionera,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF529,EF529,Dalila,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF530,EF530,Centauro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF531,EF531,Guadiana,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF532,EF532,Tuitan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF533,EF533,Brena,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF534,EF534,Poanas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF535,EF535,Parrilla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF536,EF536,Vicente Guerrero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF537,EF537,San Jose del Molino,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF538,EF538,El Súchil,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF539,EF539,Bualterio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF540,EF540,Canutillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF541,EF541,El Cerrito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF542,EF542,Vergelitos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF543,EF543,San Pascual,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF544,EF544,Lodemena,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF545,EF545,La Parada,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF546,EF546,Abrego,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF547,EF547,Frio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF548,EF548,Felipe Carrillo Puerto,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF549,EF549,El Arenal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF550,EF550,Cantuna,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF551,EF551,El Fresno,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF552,EF552,El Mirasol,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF553,EF553,Sain Alto,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF554,EF554,Santa Mónica,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF555,EF555,Virata,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF556,EF556,Pastelera,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF557,EF557,Felipe,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF558,EF558,Rio Grande,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF559,EF559,Indios,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF560,EF560,Tetillas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF561,EF561,Picotello,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF562,EF562,Las Cuatro Ciénegas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF563,EF563,La Vieja,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF564,EF564,Baravito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF565,EF565,Placa KM. DE-17,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF566,EF566,Cieneguita,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF567,EF567,Nevería,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF568,EF568,Palos Colorados,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF569,EF569,Rio Chico,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF570,EF570,Otinapa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF571,EF571,Jarocho,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF572,EF572,El Fuerte,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF573,EF573,Cocona,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF574,EF574,El Chicle,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF575,EF575,Purísima,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF576,EF576,Placa KM. DE-90,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF577,EF577,Los Artículos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF578,EF578,El Toro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF579,EF579,Borcelano,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF580,EF580,Llano Piocode,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF581,EF581,Cruz de Piedra,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF582,EF582,Coyotes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF583,EF583,Bajío Atascoso,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF584,EF584,Los Negros,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF585,EF585,Aserraderos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF586,EF586,Ramón Barajas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF587,EF587,Sombrerete,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF588,EF588,Asarco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF589,EF589,Velardera,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF590,EF590,Navíos Viejos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF591,EF591,El Tanque,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF592,EF592,Tecuan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF593,EF593,Los Bancos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF594,EF594,La Venada,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF595,EF595,Ciénega de los Caballos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF596,EF596,Ardillon,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF597,EF597,Encinal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF598,EF598,La Cruz,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF599,EF599,Rebocijo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF600,EF600,Santa Rosa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF601,EF601,Tres Jagueyes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF602,EF602,Cartago,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF603,EF603,Tepeaca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF604,EF604,Ajajalpan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF605,EF605,Buenaventura,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF606,EF606,San Simón,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF607,EF607,Zoyaoetlayoca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF608,EF608,Perro Rubín,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF609,EF609,Rosendo Marquez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF610,EF610,Huixcolotla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF611,EF611,Tecamachalco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF612,EF612,Alseseca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF613,EF613,Las Animas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF614,EF614,Rancho Chico,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF615,EF615,Tlacotepec,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF616,EF616,Tlacoyalco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF617,EF617,Libertad,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF618,EF618,Pozoltepec,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF619,EF619,Temalacayuca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF620,EF620,Tepanco,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF621,EF621,Cuayucatepec,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF622,EF622,Patio Nuevo Carnero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF623,EF623,Carnero,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF624,EF624,Tehuacán,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF625,EF625,La Huerta,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF626,EF626,Sanchez,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF627,EF627,Altepexi,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF628,EF628,San Sebastián,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF629,EF629,Nopala,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF630,EF630,Venta Salada,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF631,EF631,Aldama,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF632,EF632,San Antonio,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF633,EF633,Ignacio Mejia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF634,EF634,Mejia Viejo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF635,EF635,Los Cues,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF636,EF636,Tecomavaca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF637,EF637,Quiotepec,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF638,EF638,Tanque KM. E-237,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF639,EF639,Los Obos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF640,EF640,La Venta,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF641,EF641,Cuicatlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF642,EF642,San Pedrito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF643,EF643,Tomellin,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF644,EF644,Organal,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF645,EF645,Almoloyas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF646,EF646,Venado,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF647,EF647,Santa Catarina,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF648,EF648,Anona,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF649,EF649,Parían,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF650,EF650,Escondida,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF651,EF651,Placa KM. E-318,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF652,EF652,Las Bedas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF653,EF653,Telixtlahuaca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF654,EF654,Huitzo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF655,EF655,Sulchiquitongo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF656,EF656,Mixteca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF657,EF657,Lachixolana,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF658,EF658,Don Benito,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF659,EF659,Magdalena,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF660,EF660,Etla,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF661,EF661,Magote,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF662,EF662,Hacienda Blanca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF663,EF663,Oaxaca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF664,EF664,Negritos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF665,EF665,El Tule,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF666,EF666,Guendulain,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF667,EF667,Guelece,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF668,EF668,Abasolo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF669,EF669,Guelavia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF670,EF670,Tlacolula,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF671,EF671,Miahuatlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF672,EF672,Carmen,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF673,EF673,Cabras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF674,EF674,Llano Grande de Linares,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF675,EF675,La Defensa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF676,EF676,Cañada,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF677,EF677,San Antonio Soledad,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF678,EF678,Garcias,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF679,EF679,El Salado,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF680,EF680,Amozoquillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF681,EF681,Esperanza,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF682,EF682,XOXO,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF683,EF683,San Isidro,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF684,EF684,Jalpan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF685,EF685,Zaachila,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF686,EF686,Trinidad,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF687,EF687,Cienega de los Caballos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF688,EF688,Zimatlan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF689,EF689,San Nicolás,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF690,EF690,San Pablo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF691,EF691,Santa Inés Yatzechi,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF692,EF692,Santiago,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF693,EF693,Ocotlán,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF694,EF694,Guebesche,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF695,EF695,La Cima,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF696,EF696,Taviche,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF697,EF697,Las Puentes,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF698,EF698,San Nicolás,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF699,EF699,LaGrange,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF700,EF700,Apodaca,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF701,EF701,Palma,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF702,EF702,Pesquería,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF703,EF703,Francisco Villa Pesquería,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF704,EF704,Lobos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF705,EF705,San Juan,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF706,EF706,Milpa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF707,EF707,Ayancual,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF708,EF708,AltaVista,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF709,EF709,Ramones,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF710,EF710,Loma,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF711,EF711,Barretosa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF712,EF712,Herreras,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF713,EF713,La Laja,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF714,EF714,La Palmita,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF715,EF715,Aldamas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF716,EF716,Doctos Coss,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF717,EF717,Zacate,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF718,EF718,Arroyo Lobo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF719,EF719,Ochoa,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF720,EF720,Camargo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF721,EF721,Nuevo Cadillo,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF722,EF722,Valadeces,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF723,EF723,Los Villarreas,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF724,EF724,Gustavo Díaz Ordaz,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF725,EF725,Venecia,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF726,EF726,Los Altos,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF727,EF727,Anguelles,MX,l10n_mx_wbl_transport_04
l10n_mx_wbl_stationsEF728,EF728,Sinaí,MX,l10n_mx_wbl_transport_04
