id,code,name,division
l10n_mx_wbl_dangerous_material_M0516,M0516,ETIL BUTIL ÉTER,3
l10n_mx_wbl_dangerous_material_M0517,M0517,BUTIRATO DE ETILO,3
l10n_mx_wbl_dangerous_material_M0518,M0518,CLOROACETATO DE ETILO,6.1
l10n_mx_wbl_dangerous_material_M0519,M0519,CLOROFORMIATO DE ETILO,6.1
l10n_mx_wbl_dangerous_material_M0520,M0520,ETILDICLOROSILANO,4.3
l10n_mx_wbl_dangerous_material_M0521,M0521,DICLORURO DE ETILENO,3
l10n_mx_wbl_dangerous_material_M0522,M0522,ETILENIMINA (AZIRIDINA) ESTABILIZADA,6.1
l10n_mx_wbl_dangerous_material_M0523,M0523,ÉTER MONOMETÍLICO DEL ETILENGLICOL,3
l10n_mx_wbl_dangerous_material_M0524,M0524,ACETATO DEL ÉTER MONOMETÍLICO DEL ETILENGLICOL,3
l10n_mx_wbl_dangerous_material_M0525,M0525,FORMIATO DE ETILO,3
l10n_mx_wbl_dangerous_material_M0526,M0526,ALDEHÍDOS OCTÍLICOS,3
l10n_mx_wbl_dangerous_material_M0527,M0527,LACTATO DE ETILO,3
l10n_mx_wbl_dangerous_material_M0528,M0528,ETIL METIL CETONA (METIL ETIL CETONA),3
l10n_mx_wbl_dangerous_material_M0529,M0529,NITRITO DE ETILO EN SOLUCIÓN,3
l10n_mx_wbl_dangerous_material_M0530,M0530,PROPIONATO DE ETILO,3
l10n_mx_wbl_dangerous_material_M0531,M0531,ETILTRICLOROSILANO,3
l10n_mx_wbl_dangerous_material_M0532,M0532,EXTRACTOS LÍQUIDOS PARA AROMATIZAR,3
l10n_mx_wbl_dangerous_material_M0533,M0533,FORMALDEHÍDO EN SOLUCIÓN INFLAMABLE,3
l10n_mx_wbl_dangerous_material_M0534,M0534,FURALDEHÍDOS,6.1
l10n_mx_wbl_dangerous_material_M0535,M0535,ACEITE DE FUSEL,3
l10n_mx_wbl_dangerous_material_M0536,M0536,GASÓLEO o COMBUSTIBLE PARA MOTORES DIESEL o ACEITE MINERAL LIGERO PARA CALEFACCIÓN,3
l10n_mx_wbl_dangerous_material_M0537,M0537,"COMBUSTIBLE PARA MOTORES
oGASOLINA",3
l10n_mx_wbl_dangerous_material_M0538,M0538,"NITROGLICERINA EN
SOLUCIÓN ALCOHÓLICA con un máximo del 1 % de nitroglicerina",3
l10n_mx_wbl_dangerous_material_M0539,M0539,HEPTANOS,3
l10n_mx_wbl_dangerous_material_M0540,M0540,HEXALDEHÍDO,3
l10n_mx_wbl_dangerous_material_M0541,M0541,HEXANOS,3
l10n_mx_wbl_dangerous_material_M0542,M0542,"TINTA DE IMPRENTA, inflamable
oMATERIALES
RELACIONADOS CON LA TINTA DE IMPRENTA (incluido diluyente de tinta de imprenta o producto reductor), inflamables",3
l10n_mx_wbl_dangerous_material_M0543,M0543,ISOBUTANOL (ALCOHOL ISOBUTÍLICO),3
l10n_mx_wbl_dangerous_material_M0544,M0544,ACETATO DE ISOBUTILO,3
l10n_mx_wbl_dangerous_material_M0545,M0545,ISOBUTILAMINA,3
l10n_mx_wbl_dangerous_material_M0546,M0546,ISOOCTENOS,3
l10n_mx_wbl_dangerous_material_M0547,M0547,ISOPRENO ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_M0548,M0548,ISOPROPANOL (ALCOHOL ISOPROPÍLICO),3
l10n_mx_wbl_dangerous_material_M0549,M0549,ACETATO DE ISOPROPILO,3
l10n_mx_wbl_dangerous_material_M0550,M0550,ISOPROPILAMINA,3
l10n_mx_wbl_dangerous_material_M0551,M0551,NITRATO DE ISOPROPILO,3
l10n_mx_wbl_dangerous_material_M0552,M0552,QUEROSENO,3
l10n_mx_wbl_dangerous_material_M0553,M0553,"CETONAS LÍQUIDAS, N.E.P.",3
l10n_mx_wbl_dangerous_material_M0554,M0554,"MERCAPTANOS LÍQUIDOS, INFLAMABLES, TÓXICOS, N.E.P. o MERCAPTANOS EN MEZCLA LÍQUIDA, INFLAMABLE, TÓXICA, N.E.P.",3
l10n_mx_wbl_dangerous_material_M0555,M0555,ÓXIDO DE MESITILO,3
l10n_mx_wbl_dangerous_material_M0556,M0556,METANOL,3
l10n_mx_wbl_dangerous_material_M0557,M0557,ACETATO DE METILO,3
l10n_mx_wbl_dangerous_material_M0558,M0558,ACETATO DE METILAMILO,3
l10n_mx_wbl_dangerous_material_M0559,M0559,METILAL (DIMETOXIMETANO),3
l10n_mx_wbl_dangerous_material_M0560,M0560,METILAMINA EN SOLUCIÓN ACUOSA,3
l10n_mx_wbl_dangerous_material_M0561,M0561,BUTIRATO DE METILO,3
l10n_mx_wbl_dangerous_material_M0562,M0562,CLOROFORMIATO DE METILO,6.1
l10n_mx_wbl_dangerous_material_M0563,M0563,METIL CLOROMETIL ÉTER,6.1
l10n_mx_wbl_dangerous_material_M0564,M0564,METILDICLOROSILANO,4.3
l10n_mx_wbl_dangerous_material_M0565,M0565,FORMIATO DE METILO,3
l10n_mx_wbl_dangerous_material_M0566,M0566,METILHIDRAZINA,6.1
l10n_mx_wbl_dangerous_material_M0567,M0567,METILISOBUTILCETONA,3
l10n_mx_wbl_dangerous_material_M0568,M0568,METILISOPROPENIL-CETONA ESTABILIZADA,3
l10n_mx_wbl_dangerous_material_M0569,M0569,METACRILATO DE METILO MONÓMERO ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_M0570,M0570,PROPIONATO DE METILO,3
l10n_mx_wbl_dangerous_material_M0571,M0571,METILPROPILCETONA,3
l10n_mx_wbl_dangerous_material_M0572,M0572,METILTRICLOROSILANO,3
l10n_mx_wbl_dangerous_material_M0573,M0573,"METILVINILCETONA, ESTABILIZADA",6.1
l10n_mx_wbl_dangerous_material_M0574,M0574,NÍQUEL CARBONILO,6.1
l10n_mx_wbl_dangerous_material_M0575,M0575,NITROMETANO,3
l10n_mx_wbl_dangerous_material_M0576,M0576,OCTANOS,3
l10n_mx_wbl_dangerous_material_M0577,M0577,"PINTURA (incluye pintura, laca, esmalte, colorante, goma laca, barniz, encáustico, apresto líquido y base líquida para lacas) o PRODUCTOS PARA PINTURA (incluye solventes y diluyentes para pinturas)",3
l10n_mx_wbl_dangerous_material_M0578,M0578,PARALDEHÍDO,3
l10n_mx_wbl_dangerous_material_M0579,M0579,PENTANOS líquidos,3
l10n_mx_wbl_dangerous_material_M0580,M0580,PRODUCTOS DE PERFUMERÍA que contengan disolventes inflamables,3
l10n_mx_wbl_dangerous_material_M0581,M0581,PETRÓLEO BRUTO,3
l10n_mx_wbl_dangerous_material_M0582,M0582,"DESTILADOS DE PETRÓLEO, N.E.P. o PRODUCTOS DE PETRÓLEO, N.E.P.",3
l10n_mx_wbl_dangerous_material_M0583,M0583,ACEITE DE PINO,3
l10n_mx_wbl_dangerous_material_M0584,M0584,n-PROPANOL (ALCOHOL PROPÍLICO NORMAL),3
l10n_mx_wbl_dangerous_material_M0585,M0585,PROPIONALDEHÍDO,3
l10n_mx_wbl_dangerous_material_M0586,M0586,ACETATO DE n-PROPILO,3
l10n_mx_wbl_dangerous_material_M0587,M0587,PROPILAMINA,3
l10n_mx_wbl_dangerous_material_M0588,M0588,1-CLOROPROPANO,3
l10n_mx_wbl_dangerous_material_M0589,M0589,"1,2-DICLOROPROPANO",3
l10n_mx_wbl_dangerous_material_M0590,M0590,ÓXIDO DE PROPILENO,3
l10n_mx_wbl_dangerous_material_M0591,M0591,FORMIATOS DE PROPILO,3
l10n_mx_wbl_dangerous_material_M0592,M0592,PIRIDINA,3
l10n_mx_wbl_dangerous_material_M0593,M0593,ACEITE DE COLOFONIA,3
l10n_mx_wbl_dangerous_material_M0594,M0594,DISOLUCIÓN DE CAUCHO,3
l10n_mx_wbl_dangerous_material_M0595,M0595,ACEITE DE ESQUISTO,3
l10n_mx_wbl_dangerous_material_M0596,M0596,METILATO DE SODIO EN SOLUCIÓN alcohólica,3
l10n_mx_wbl_dangerous_material_M0597,M0597,SILICATO DE TETRAETILO,3
l10n_mx_wbl_dangerous_material_M0598,M0598,TINTURAS MEDICINALES,3
l10n_mx_wbl_dangerous_material_M0599,M0599,TOLUENO,3
l10n_mx_wbl_dangerous_material_M0600,M0600,TRICLOROSILANO,4.3
l10n_mx_wbl_dangerous_material_M0601,M0601,TRIETILAMINA,3
l10n_mx_wbl_dangerous_material_M0602,M0602,"TRIMETILAMINA EN SOLUCIÓN ACUOSA, con un máximo del 50 %, en masa, de trimetilamina",3
l10n_mx_wbl_dangerous_material_M0603,M0603,TRIMETILCLOROSILANO,3
l10n_mx_wbl_dangerous_material_M0604,M0604,TREMENTINA,3
l10n_mx_wbl_dangerous_material_M0605,M0605,SUCEDÁNEO DE TREMENTINA,3
l10n_mx_wbl_dangerous_material_M0606,M0606,ACETATO DE VINILO ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_M0607,M0607,VINIL ETIL ÉTER ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_M0608,M0608,CLORURO DE VINILIDENO ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_M0609,M0609,VINIL ISOBUTIL ÉTER ESTABILIZADO,3
l10n_mx_wbl_dangerous_material_M0610,M0610,VINILTRICLOROSILANO,3
l10n_mx_wbl_dangerous_material_M0611,M0611,PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN DE LA MADERA,3
l10n_mx_wbl_dangerous_material_M0612,M0612,XILENOS,3
l10n_mx_wbl_dangerous_material_M0613,M0613,CIRCONIO EN SUSPENSIÓN EN UN LÍQUIDO INFLAMABLE,3
l10n_mx_wbl_dangerous_material_M0614,M0614,"ALUMINIO EN POLVO, RECUBIERTO",4.1
l10n_mx_wbl_dangerous_material_M0615,M0615,"PICRATO DE AMONIO
HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0616,M0616,BORNEOL,4.1
l10n_mx_wbl_dangerous_material_M0617,M0617,RESINATO DE CALCIO,4.1
l10n_mx_wbl_dangerous_material_M0618,M0618,RESINATO DE CALCIO FUNDIDO,4.1
l10n_mx_wbl_dangerous_material_M0619,M0619,"RESINATO DE COBALTO, PRECIPITADO",4.1
l10n_mx_wbl_dangerous_material_M0620,M0620,"DINITROFENOL HUMEDECIDO con un mínimo del 15 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0621,M0621,"DINITROFENOLATOS HUMEDECIDOS con un mínimo del 15 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0622,M0622,"DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo del 15 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0623,M0623,FERROCERIO,4.1
l10n_mx_wbl_dangerous_material_M0624,M0624,"PELÍCULAS DE SOPORTE NITROCELULÓSICO revestido de gelatina, con exclusión de los desechos",4.1
l10n_mx_wbl_dangerous_material_M0625,M0625,"SÓLIDO INFLAMABLE ORGÁNICO, N.E.P.",4.1
l10n_mx_wbl_dangerous_material_M0626,M0626,"HAFNIO EN POLVO,
HUMEDECIDO con un mínimo del 25 % de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1
l10n_mx_wbl_dangerous_material_M0627,M0627,"HENO, PAJA o ""BUSHA"" (TAMO)",4.1
l10n_mx_wbl_dangerous_material_M0628,M0628,HEXAMETILENTETRAMINA,4.1
l10n_mx_wbl_dangerous_material_M0629,M0629,RESINATO DE MANGANESO,4.1
l10n_mx_wbl_dangerous_material_M0630,M0630,FÓSFOROS DISTINTOS DE LOS DE SEGURIDAD,4.1
l10n_mx_wbl_dangerous_material_M0631,M0631,METALDEHÍDO,4.1
l10n_mx_wbl_dangerous_material_M0632,M0632,"CERIO, en placas, lingotes o barras",4.1
l10n_mx_wbl_dangerous_material_M0633,M0633,NAFTALENO BRUTO o NAFTALENO REFINADO,4.1
l10n_mx_wbl_dangerous_material_M0634,M0634,"NITROGUANIDINA (PICRITA) HUMEDECIDA con un mínimo del 20 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0635,M0635,"NITROALMIDÓN HUMEDECIDO con un mínimo del 20 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0636,M0636,FÓSFORO AMORFO,4.1
l10n_mx_wbl_dangerous_material_M0637,M0637,"HEPTASULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",4.1
l10n_mx_wbl_dangerous_material_M0638,M0638,"PENTASULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",4.3
l10n_mx_wbl_dangerous_material_M0639,M0639,"SESQUISULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",4.1
l10n_mx_wbl_dangerous_material_M0640,M0640,"TRISULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",4.1
l10n_mx_wbl_dangerous_material_M0641,M0641,"TRINITROFENOL (ÁCIDO PÍCRICO) HUMEDECIDO con un mínimo del 30 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0642,M0642,"DESECHOS DE CAUCHO o RECORTES DE CAUCHO, en polvo o en gránulos de 840 micrones como máximo y que contienen más del 45 % de caucho",4.1
l10n_mx_wbl_dangerous_material_M0643,M0643,"SILICIO EN POLVO, AMORFO",4.1
l10n_mx_wbl_dangerous_material_M0644,M0644,"PICRATO DE PLATA
HUMEDECIDO con un mínimo del 30 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0645,M0645,"DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con un mínimo del 15 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0646,M0646,"PICRAMATO DE SODIO HUMEDECIDO con un mínimo del 20 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0647,M0647,AZUFRE,4.1
l10n_mx_wbl_dangerous_material_M0648,M0648,"TITANIO EN POLVO,
HUMEDECIDO con un mínimo del 25 % de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1
l10n_mx_wbl_dangerous_material_M0649,M0649,"FIBRAS o TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA, N.E.P.",4.1
l10n_mx_wbl_dangerous_material_M0650,M0650,"TRINITROBENCENO
HUMEDECIDO con un mínimo del
30 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0651,M0651,"ÁCIDO TRINITROBENZOICO HUMEDECIDO con un mínimo del
30 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0652,M0652,"TRINITROTOLUENO (TNT) HUMEDECIDO con un mínimo del 30 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0653,M0653,"NITRATO DE UREA
HUMEDECIDO con un mínimo del 20 %, en masa, de agua",4.1
l10n_mx_wbl_dangerous_material_M0654,M0654,"CIRCONIO EN POLVO,
HUMEDECIDO con un mínimo del 25 % de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",4.1
l10n_mx_wbl_dangerous_material_M0655,M0655,FOSFURO DE CALCIO,4.3
l10n_mx_wbl_dangerous_material_M0656,M0656,CARBÓN animal o vegetal,4.2
l10n_mx_wbl_dangerous_material_M0657,M0657,CARBÓN ACTIVADO,4.2
l10n_mx_wbl_dangerous_material_M0658,M0658,COPRA,4.2
l10n_mx_wbl_dangerous_material_M0659,M0659,DESECHOS GRASIENTOS DE ALGODÓN,4.2
l10n_mx_wbl_dangerous_material_M0660,M0660,ALGODÓN HÚMEDO,4.2
l10n_mx_wbl_dangerous_material_M0661,M0661,p-NITROSODIMETILANILINA,4.2
l10n_mx_wbl_dangerous_material_M0662,M0662,"FIBRAS DE ORIGEN ANIMAL o FIBRAS DE ORIGEN VEGETAL quemadas, húmedas o mojadas",4.2
l10n_mx_wbl_dangerous_material_M0663,M0663,"FIBRAS o TEJIDOS DE ORIGEN ANIMAL o VEGETAL o SINTÉTICOS, N.E.P., impregnados de aceite",4.2
l10n_mx_wbl_dangerous_material_M0664,M0664,HARINA DE PESCADO (DESECHOS DE PESCADO) NO ESTABILIZADA,4.2
l10n_mx_wbl_dangerous_material_M0665,M0665,ÓXIDO DE HIERRO AGOTADO o HIERRO ESPONJOSO AGOTADO procedentes de la purificación del gas de hulla,4.2
l10n_mx_wbl_dangerous_material_M0666,M0666,CATALIZADOR DE METAL HUMEDECIDO con un exceso visible de líquido,4.2
l10n_mx_wbl_dangerous_material_M0667,M0667,"PAPEL TRATADO CON ACEITES NO SATURADOS, incompletamente seco (incluso el papel carbón)",4.2
l10n_mx_wbl_dangerous_material_M0668,M0668,PENTABORANO,4.2
l10n_mx_wbl_dangerous_material_M0669,M0669,"FÓSFORO BLANCO o
AMARILLO, SECO o BAJO AGUA
oEN SOLUCIÓN",4.2
l10n_mx_wbl_dangerous_material_M0670,M0670,SULFURO DE POTASIO ANHIDRO o SULFURO DE POTASIO con menos del 30 % de agua de cristalización,4.2
l10n_mx_wbl_dangerous_material_M0671,M0671,"METAL PIROFÓRICO, N.E.P., o ALEACIÓN PIROFÓRICA, N.E.P.",4.2
l10n_mx_wbl_dangerous_material_M0672,M0672,DITIONITO DE SODIO (HIDROSULFITO DE SODIO),4.2
l10n_mx_wbl_dangerous_material_M0673,M0673,"SULFURO DE SODIO ANHIDRO
oSULFURO DE SODIO con menos
del 30 % de agua de cristalización",4.2
l10n_mx_wbl_dangerous_material_M0674,M0674,"TORTA OLEAGINOSA con más del 1,5 % de aceite y un máximo del 11 % de humedad",4.2
l10n_mx_wbl_dangerous_material_M0675,M0675,"DESECHOS DE LANA, HÚMEDOS",4.2
l10n_mx_wbl_dangerous_material_M0676,M0676,"METALES ALCALINOS, AMALGAMA LÍQUIDA DE,",4.3
l10n_mx_wbl_dangerous_material_M0677,M0677,AMIDAS DE METALES ALCALINOS,4.3
l10n_mx_wbl_dangerous_material_M0678,M0678,"METALES ALCALINOS, DISPERSIÓN DE, o METALES ALCALINOTÉRREOS, DISPERSIÓN DE",4.3
l10n_mx_wbl_dangerous_material_M0679,M0679,"METALES ALCALINOTÉRREOS, AMALGAMA LÍQUIDA DE",4.3
l10n_mx_wbl_dangerous_material_M0680,M0680,"METALES ALCALINOTÉRREOS, ALEACIÓN DE, N.E.P.",4.3
l10n_mx_wbl_dangerous_material_M0681,M0681,CARBURO DE ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_M0682,M0682,ALUMINIOFERROSILICIO EN POLVO,4.3
l10n_mx_wbl_dangerous_material_M0683,M0683,"ALUMINIO EN POLVO, NO RECUBIERTO",4.3
l10n_mx_wbl_dangerous_material_M0684,M0684,FOSFURO DE ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_M0685,M0685,"ALUMINIOSILICIO EN POLVO, NO RECUBIERTO",4.3
l10n_mx_wbl_dangerous_material_M0686,M0686,BARIO,4.3
l10n_mx_wbl_dangerous_material_M0687,M0687,CALCIO,4.3
l10n_mx_wbl_dangerous_material_M0688,M0688,CARBURO DE CALCIO,4.3
l10n_mx_wbl_dangerous_material_M0689,M0689,"CIANAMIDA DE CALCIO con más del 0,1 % de carburo de calcio",4.3
l10n_mx_wbl_dangerous_material_M0690,M0690,HIDRURO DE CALCIO,4.3
l10n_mx_wbl_dangerous_material_M0691,M0691,SILICIURO DE CALCIO,4.3
l10n_mx_wbl_dangerous_material_M0692,M0692,CESIO,4.3
l10n_mx_wbl_dangerous_material_M0693,M0693,FERROSILICIO con el 30 % o más pero menos del 90 % de silicio,4.3
l10n_mx_wbl_dangerous_material_M0694,M0694,"HIDRUROS METÁLICOS QUE REACCIONAN CON EL AGUA, N.E.P.",4.3
l10n_mx_wbl_dangerous_material_M0695,M0695,HIDRURO DE LITIO Y ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_M0696,M0696,HIDRURO DE LITIO Y ALUMINIO EN ÉTER,4.3
l10n_mx_wbl_dangerous_material_M0697,M0697,BOROHIDRURO DE LITIO,4.3
l10n_mx_wbl_dangerous_material_M0698,M0698,HIDRURO DE LITIO,4.3
l10n_mx_wbl_dangerous_material_M0699,M0699,LITIO,4.3
l10n_mx_wbl_dangerous_material_M0700,M0700,LITIOSILICIO,4.3
l10n_mx_wbl_dangerous_material_M0701,M0701,MAGNESIO EN POLVO o ALEACIONES DE MAGNESIO EN POLVO,4.3
l10n_mx_wbl_dangerous_material_M0702,M0702,FOSFURO DE MAGNESIO Y ALUMINIO,4.3
l10n_mx_wbl_dangerous_material_M0703,M0703,"POTASIO, ALEACIONES METÁLICAS LÍQUIDAS DE",4.3
l10n_mx_wbl_dangerous_material_M0704,M0704,"METALES ALCALINOS, ALEACIÓN LÍQUIDA DE, N.E.P.",4.3
l10n_mx_wbl_dangerous_material_M0705,M0705,"POTASIO Y SODIO, ALEACIONES LÍQUIDAS DE",4.3
l10n_mx_wbl_dangerous_material_M0706,M0706,RUBIDIO,4.3
l10n_mx_wbl_dangerous_material_M0707,M0707,BOROHIDRURO DE SODIO,4.3
l10n_mx_wbl_dangerous_material_M0708,M0708,HIDRURO DE SODIO,4.3
l10n_mx_wbl_dangerous_material_M0709,M0709,SODIO,4.3
l10n_mx_wbl_dangerous_material_M0710,M0710,METILATO DE SODIO,4.2
l10n_mx_wbl_dangerous_material_M0711,M0711,FOSFURO DE SODIO,4.3
l10n_mx_wbl_dangerous_material_M0712,M0712,FOSFUROS DE ESTAÑO(IV),4.3
l10n_mx_wbl_dangerous_material_M0713,M0713,"CINC, CENIZAS DE",4.3
l10n_mx_wbl_dangerous_material_M0714,M0714,CINC EN POLVO,4.3
l10n_mx_wbl_dangerous_material_M0715,M0715,HIDRURO DE CIRCONIO,4.1
l10n_mx_wbl_dangerous_material_M0716,M0716,NITRATO DE ALUMINIO,5.1
l10n_mx_wbl_dangerous_material_M0717,M0717,DICROMATO DE AMONIO,5.1
l10n_mx_wbl_dangerous_material_M0718,M0718,PERCLORATO DE AMONIO,5.1
l10n_mx_wbl_dangerous_material_M0719,M0719,PERSULFATO DE AMONIO,5.1
l10n_mx_wbl_dangerous_material_M0720,M0720,"CLORATO DE BARIO, SÓLIDO",5.1
l10n_mx_wbl_dangerous_material_M0721,M0721,NITRATO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_M0722,M0722,"PERCLORATO DE BARIO, SÓLIDO",5.1
l10n_mx_wbl_dangerous_material_M0723,M0723,PERMANGANATO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_M0724,M0724,PERÓXIDO DE BARIO,5.1
l10n_mx_wbl_dangerous_material_M0725,M0725,"BROMATOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0726,M0726,NITRATO DE CESIO,5.1
l10n_mx_wbl_dangerous_material_M0727,M0727,CLORATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_M0728,M0728,CLORITO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_M0729,M0729,NITRATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_M0730,M0730,PERCLORATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_M0731,M0731,PERMANGANATO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_M0732,M0732,PERÓXIDO DE CALCIO,5.1
l10n_mx_wbl_dangerous_material_M0733,M0733,"CLORATO Y BORATO, MEZCLA DE",5.1
l10n_mx_wbl_dangerous_material_M0734,M0734,"CLORATO Y CLORURO DE MAGNESIO, MEZCLA SÓLIDA DE",5.1
l10n_mx_wbl_dangerous_material_M0735,M0735,"CLORATOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0736,M0736,"CLORITOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0737,M0737,TRIÓXIDO DE CROMO ANHIDRO,5.1
l10n_mx_wbl_dangerous_material_M0738,M0738,NITRATO DE DIDIMIO,5.1
l10n_mx_wbl_dangerous_material_M0739,M0739,NITRATO DE HIERRO(III),5.1
l10n_mx_wbl_dangerous_material_M0740,M0740,NITRATO DE GUANIDINA,5.1
l10n_mx_wbl_dangerous_material_M0741,M0741,NITRATO DE PLOMO,5.1
l10n_mx_wbl_dangerous_material_M0742,M0742,"PERCLORATO DE PLOMO, SÓLIDO",5.1
l10n_mx_wbl_dangerous_material_M0743,M0743,"HIPOCLORITO DE LITIO, SECO o HIPOCLORITO DE LITIO EN MEZCLA",5.1
l10n_mx_wbl_dangerous_material_M0744,M0744,PERÓXIDO DE LITIO,5.1
l10n_mx_wbl_dangerous_material_M0745,M0745,BROMATO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_M0746,M0746,NITRATO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_M0747,M0747,PERCLORATO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_M0748,M0748,PERÓXIDO DE MAGNESIO,5.1
l10n_mx_wbl_dangerous_material_M0749,M0749,"NITRATOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0750,M0750,"SÓLIDO COMBURENTE, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0751,M0751,"PERCLORATOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0752,M0752,"PERMANGANATOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0753,M0753,"PERÓXIDOS INORGÁNICOS, N.E.P.",5.1
l10n_mx_wbl_dangerous_material_M0754,M0754,BROMATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0755,M0755,CLORATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0756,M0756,NITRATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0757,M0757,"NITRATO DE POTASIO Y NITRITO DE SODIO, MEZCLA DE",5.1
l10n_mx_wbl_dangerous_material_M0758,M0758,NITRITO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0759,M0759,PERCLORATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0760,M0760,PERMANGANATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0761,M0761,PERÓXIDO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0762,M0762,PERSULFATO DE POTASIO,5.1
l10n_mx_wbl_dangerous_material_M0763,M0763,NITRATO DE PLATA,5.1
l10n_mx_wbl_dangerous_material_M0764,M0764,BROMATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0765,M0765,CLORATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0766,M0766,CLORITO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0767,M0767,NITRATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0768,M0768,"NITRATO DE SODIO Y NITRATO DE POTASIO, MEZCLA DE",5.1
l10n_mx_wbl_dangerous_material_M0769,M0769,NITRITO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0770,M0770,PERCLORATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0771,M0771,PERMANGANATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0772,M0772,PERÓXIDO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0773,M0773,PERSULFATO DE SODIO,5.1
l10n_mx_wbl_dangerous_material_M0774,M0774,CLORATO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_M0775,M0775,NITRATO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_M0776,M0776,PERCLORATO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_M0777,M0777,PERÓXIDO DE ESTRONCIO,5.1
l10n_mx_wbl_dangerous_material_M0778,M0778,TETRANITROMETANO,6.1
