id,code,name,division
l10n_mx_wbl_dangerous_material_M0057,M0057,"MECHA DE IGNICIÓN, tubular, con envoltura metálica (Producto o material explosivo)",1.4G
l10n_mx_wbl_dangerous_material_M0058,M0058,"MECHA DETONANTE DE EFECTO REDUCIDO, con envoltura metálica (Producto o material explosivo)",1.4D
l10n_mx_wbl_dangerous_material_M0059,M0059,MECHA DE SEGURIDAD (MECHA LENTA o MECHA BICKFORD) (Producto o material explosivo),1.4S
l10n_mx_wbl_dangerous_material_M0060,M0060,ESPOLETAS DETONANTES (Producto o material explosivo),1.1B
l10n_mx_wbl_dangerous_material_M0061,M0061,ESPOLETAS DETONANTES (Producto o material explosivo),1.2B
l10n_mx_wbl_dangerous_material_M0062,M0062,"GRANADAS DE EJERCICIOS, de mano o de fusil (Producto o material explosivo)",1.4S
l10n_mx_wbl_dangerous_material_M0063,M0063,"GUANILNITROSAMINO- GUANILIDENHIDRAZINA HUMEDECIDA con un mínimo del 30 %, en masa, de agua (Producto o material explosivo)",1.1A
l10n_mx_wbl_dangerous_material_M0064,M0064,"GUANILNITROSAMINO- GUANILTETRACENO (TETRACENO) HUMEDECIDO con un mínimo del 30 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",1.1A
l10n_mx_wbl_dangerous_material_M0065,M0065,"HEXOLITA (HEXOTOL) seca o humedecida con menos del 15 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0066,M0066,INFLAMADORES (Producto o material explosivo),1.1G
l10n_mx_wbl_dangerous_material_M0067,M0067,"DISPOSITIVOS PORTADORES DE CARGAS HUECAS, CARGADOS, para perforación de pozos de petróleo, sin detonador (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0068,M0068,"AZIDA DE PLOMO HUMEDECIDA con un mínimo del 20 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",1.1A
l10n_mx_wbl_dangerous_material_M0069,M0069,"ESTIFNATO DE PLOMO (TRINITRORRESORCINATO DE PLOMO) HUMEDECIDO con un mínimo del 20 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",1.1A
l10n_mx_wbl_dangerous_material_M0070,M0070,INICIADOR PARA MECHAS DE SEGURIDAD (Producto o material explosivo),1.4S
l10n_mx_wbl_dangerous_material_M0071,M0071,"SALES METÁLICAS DEFLAGRANTES DE DERIVADOS NITRADOS AROMÁTICOS, N.E.P. (Producto o material explosivo)",1.3C
l10n_mx_wbl_dangerous_material_M0072,M0072,"HEXANITRATO DE MANITOL (NITROMANITA) HUMEDECIDO con un mínimo del 40 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0073,M0073,"FULMINATO DE MERCURIO HUMEDECIDO con un mínimo del 20 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",1.1A
l10n_mx_wbl_dangerous_material_M0074,M0074,MINAS con carga explosiva (Producto o material explosivo),1.1
l10n_mx_wbl_dangerous_material_M0075,M0075,MINAS con carga explosiva (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0076,M0076,MINAS con carga explosiva (Producto o material explosivo),1.2D
l10n_mx_wbl_dangerous_material_M0077,M0077,"NITROGLICERINA DESENSIBILIZADA con un mínimo del 40 %, en masa, de flemador no volátil insoluble en agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0078,M0078,NITROGLICERINA EN SOLUCIÓN ALCOHÓLICA con más del 1 % pero no más del 10 % de nitroglicerina (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0079,M0079,"NITROALMIDÓN seco o humedecido con menos del 20 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0080,M0080,NITROUREA (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0081,M0081,"TETRANITRATO DE PENTAERITRITA (TETRANITRATO DE PENTAERITRITOL; PENTRITA; TNPE) HUMEDECIDO con un mínimo del 25 %, en masa, de agua, o TETRANITRATO DE PENTAERITRITA (TETRANITRATO DE PENTAERITRITOL; PENTRITA; TNPE) DESENSIBILIZADO con un mínimo del 15 %, en masa, de flemador (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0082,M0082,"PENTOLITA seca o humedecida con menos del 15 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0083,M0083,TRINITROANILINA (PICRAMIDA) (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0084,M0084,"TRINITROFENOL (ÁCIDO PÍCRICO) seco o humedecido con menos del 30 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0085,M0085,TRINITROCLOROBENCENO (CLORURO DE PICRILO) (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0086,M0086,"GALLETA DE PÓLVORA HUMEDECIDA con un mínimo del 25 %, en masa, de agua (Producto o material explosivo)",1.3C
l10n_mx_wbl_dangerous_material_M0087,M0087,PÓLVORA SIN HUMO (Producto o material explosivo),1.1C
l10n_mx_wbl_dangerous_material_M0088,M0088,PÓLVORA SIN HUMO (Producto o material explosivo),1.3C
l10n_mx_wbl_dangerous_material_M0089,M0089,PROYECTILES con carga explosiva (Producto o material explosivo),1.1
l10n_mx_wbl_dangerous_material_M0090,M0090,PROYECTILES con carga explosiva (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0091,M0091,PROYECTILES con carga explosiva (Producto o material explosivo),1.2D
l10n_mx_wbl_dangerous_material_M0092,M0092,"MUNICIONES ILUMINANTES con o sin carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.2G
l10n_mx_wbl_dangerous_material_M0093,M0093,CARGAS EXPLOSIVAS DE SEPARACIÓN (Producto o material explosivo),1.4S
l10n_mx_wbl_dangerous_material_M0094,M0094,REMACHES EXPLOSIVOS,1.4S
l10n_mx_wbl_dangerous_material_M0095,M0095,COHETES con carga explosiva (Producto o material explosivo),1.1
l10n_mx_wbl_dangerous_material_M0096,M0096,COHETES con carga explosiva (Producto o material explosivo),1.1E
l10n_mx_wbl_dangerous_material_M0097,M0097,COHETES con carga explosiva (Producto o material explosivo),1.2E
l10n_mx_wbl_dangerous_material_M0098,M0098,COHETES con cabeza inerte (Producto o material explosivo),1.3C
l10n_mx_wbl_dangerous_material_M0099,M0099,MOTORES DE COHETE (Producto o material explosivo),1.3C
l10n_mx_wbl_dangerous_material_M0100,M0100,"MUESTRAS DE EXPLOSIVOS, excepto los explosivos iniciadores (Producto o material explosivo)",
l10n_mx_wbl_dangerous_material_M0101,M0101,ARTIFICIOS MANUALES DE PIROTECNIA PARA SEÑALES (Producto o material explosivo),1.4G
l10n_mx_wbl_dangerous_material_M0102,M0102,"PETARDOS DE SEÑALES PARA FERROCARRILES, EXPLOSIVOS (Producto o material explosivo)",1.1G
l10n_mx_wbl_dangerous_material_M0103,M0103,"PETARDOS DE SEÑALES PARA FERROCARRILES, EXPLOSIVOS (Producto o material explosivo)",1.4S
l10n_mx_wbl_dangerous_material_M0104,M0104,SEÑALES DE SOCORRO para barcos (Producto o material explosivo),1.1G
l10n_mx_wbl_dangerous_material_M0105,M0105,SEÑALES DE SOCORRO para barcos (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0106,M0106,SEÑALES FUMÍGENAS (Producto o material explosivo),1.1G
l10n_mx_wbl_dangerous_material_M0107,M0107,SEÑALES FUMÍGENAS (Producto o material explosivo),1.4G
l10n_mx_wbl_dangerous_material_M0108,M0108,CARGAS EXPLOSIVAS PARA SONDEOS (Producto o material explosivo),1.2
l10n_mx_wbl_dangerous_material_M0109,M0109,TETRANITROANILINA (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0110,M0110,TRINITROFENILMETILNITRAMI NA (TETRILO) (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0111,M0111,"TRINITROTOLUENO (TNT) seco o humedecido con menos del 30 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0112,M0112,TRAZADORES PARA MUNICIONES (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0113,M0113,TRINITROANISOL (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0114,M0114,"TRINITROBENCENO seco o humedecido con menos del 30 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0115,M0115,"ÁCIDO TRINITROBENZOICO seco o humedecido con menos del 30 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0116,M0116,TRINITRO-m-CRESOL (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0117,M0117,TRINITRONAFTALENO (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0118,M0118,TRINITROFENETOL (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0119,M0119,"TRINITRORRESORCINOL (TRINITRORRESORCINA; ÁCIDO ESTÍFNICO) seco o humedecido con menos del 20 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0120,M0120,"NITRATO DE UREA seco o humedecido con menos del 20 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0121,M0121,"CABEZAS DE COMBATE PARA TORPEDOS, con carga explosiva (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0122,M0122,NITRATO AMÓNICO,1.1D
l10n_mx_wbl_dangerous_material_M0123,M0123,"AZIDA DE BARIO seca o humedecida con menos del 50 %, en masa, de agua (Producto o material explosivo)",1.1A
l10n_mx_wbl_dangerous_material_M0124,M0124,MULTIPLICADORES CON DETONADOR (Producto o material explosivo),1.1B
l10n_mx_wbl_dangerous_material_M0125,M0125,"CICLOTETRAMETILEN- TETRANITRAMINA (OCTÓGENO; HMX) HUMEDECIDA con un mínimo del 15 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0126,M0126,"DINITRO-o-CRESOLATO SÓDICO seco o humedecido con menos del 15 %, en masa, de agua (Producto o material explosivo)",1.3C
l10n_mx_wbl_dangerous_material_M0127,M0127,"PICRAMATO SÓDICO seco o humedecido con menos del 20 %, en masa, de agua (Producto o material explosivo)",1.3C
l10n_mx_wbl_dangerous_material_M0128,M0128,"PICRAMATO DE CIRCONIO seco
ohumedecido con menos del 20 %,
en masa, de agua (Producto o material explosivo)",1.3C
l10n_mx_wbl_dangerous_material_M0129,M0129,CARGAS MOLDEADAS LINEALES FLEXIBLES (Producto o material explosivo),1.4D
l10n_mx_wbl_dangerous_material_M0130,M0130,COHETES LANZACABOS (Producto o material explosivo),1.2G
l10n_mx_wbl_dangerous_material_M0131,M0131,COHETES LANZACABOS (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0132,M0132,"EXPLOSIVOS PARA VOLADURAS, TIPO E (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0133,M0133,CARGAS PROPULSORAS DE ARTILLERÍA (Producto o material explosivo),1.3C
l10n_mx_wbl_dangerous_material_M0134,M0134,"MUNICIONES INCENDIARIAS DE FÓSFORO BLANCO, con carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.2H
l10n_mx_wbl_dangerous_material_M0135,M0135,"MUNICIONES INCENDIARIAS DE FÓSFORO BLANCO, con carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.3H
l10n_mx_wbl_dangerous_material_M0136,M0136,"MUNICIONES FUMÍGENAS DE FÓSFORO BLANCO, con carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.2H
l10n_mx_wbl_dangerous_material_M0137,M0137,"MUNICIONES FUMÍGENAS DE FÓSFORO BLANCO, con carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.3H
l10n_mx_wbl_dangerous_material_M0138,M0138,"MUNICIONES
INCENDIARIAScon líquido o gel, con carga dispersora, carga expulsora
o carga propulsora (Producto o material explosivo)",1.3J
l10n_mx_wbl_dangerous_material_M0139,M0139,"DISPOSITIVOS ACTIVADOS POR EL AGUA, con carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.2L
l10n_mx_wbl_dangerous_material_M0140,M0140,"DISPOSITIVOS ACTIVADOS POR EL AGUA, con carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.3L
l10n_mx_wbl_dangerous_material_M0141,M0141,"MOTORES DE COHETE CON LÍQUIDOS HIPERGÓLICOS, con o sin carga expulsora (Producto o material explosivo)",1.3L
l10n_mx_wbl_dangerous_material_M0142,M0142,"MUNICIONES ILUMINANTES con o sin carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.3G
l10n_mx_wbl_dangerous_material_M0143,M0143,DETONADORES ELÉCTRICOS para voladuras (Producto o material explosivo),1.4B
l10n_mx_wbl_dangerous_material_M0144,M0144,ESPOLETAS DETONANTES (Producto o material explosivo),1.4B
l10n_mx_wbl_dangerous_material_M0145,M0145,"OCTOLITA (OCTOL) seca o humedecida con menos del 15 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0146,M0146,DETONADORES NO ELÉCTRICOS para voladuras (Producto o material explosivo),1.4B
l10n_mx_wbl_dangerous_material_M0147,M0147,MULTIPLICADORES CON DETONADOR (Producto o material explosivo),1.2B
l10n_mx_wbl_dangerous_material_M0148,M0148,CARGAS PROPULSORAS (Producto o material explosivo),1.1C
l10n_mx_wbl_dangerous_material_M0149,M0149,CARGAS PROPULSORAS (Producto o material explosivo),1.3C
l10n_mx_wbl_dangerous_material_M0150,M0150,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),1.3C
l10n_mx_wbl_dangerous_material_M0151,M0151,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),1.4C
l10n_mx_wbl_dangerous_material_M0152,M0152,CARTUCHOS PARA POZOS DE PETRÓLEO (Producto o material explosivo),1.3C
l10n_mx_wbl_dangerous_material_M0153,M0153,CARTUCHOS PARA POZOS DE PETRÓLEO (Producto o material explosivo),1.4C
l10n_mx_wbl_dangerous_material_M0154,M0154,CARGAS PROPULSORAS DE ARTILLERÍA (Producto o material explosivo),1.1C
l10n_mx_wbl_dangerous_material_M0155,M0155,MOTORES DE COHETE (Producto o material explosivo),1.1C
l10n_mx_wbl_dangerous_material_M0156,M0156,MOTORES DE COHETE (Producto o material explosivo),1.2C
l10n_mx_wbl_dangerous_material_M0157,M0157,"NITROGUANIDINA (PICRITA) seca o humedecida con menos del 20 %, en masa, de agua (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0158,M0158,MULTIPLICADORES sin detonador (Producto o material explosivo),1.2D
l10n_mx_wbl_dangerous_material_M0159,M0159,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0160,M0160,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.2D
l10n_mx_wbl_dangerous_material_M0161,M0161,"CABEZAS DE COMBATE PARA COHETES, con carga explosiva (Producto o material explosivo)",1.1D
l10n_mx_wbl_dangerous_material_M0162,M0162,"CABEZAS DE COMBATE PARA COHETES, con carga explosiva (Producto o material explosivo)",1.2D
l10n_mx_wbl_dangerous_material_M0163,M0163,CARGAS MOLDEADAS LINEALES FLEXIBLES (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0164,M0164,MECHA DETONANTE flexible (Producto o material explosivo),1.4D
l10n_mx_wbl_dangerous_material_M0165,M0165,MECHA DETONANTE con envoltura metálica (Producto o material explosivo),1.1D
l10n_mx_wbl_dangerous_material_M0166,M0166,BOMBAS con carga explosiva (Producto o material explosivo),1.2
l10n_mx_wbl_dangerous_material_M0167,M0167,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.1
l10n_mx_wbl_dangerous_material_M0168,M0168,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.2
l10n_mx_wbl_dangerous_material_M0169,M0169,MINAS con carga explosiva (Producto o material explosivo),1.2
l10n_mx_wbl_dangerous_material_M0170,M0170,COHETES con carga explosiva (Producto o material explosivo),1.2
l10n_mx_wbl_dangerous_material_M0171,M0171,CARGAS EXPLOSIVAS PARA SONDEOS (Producto o material explosivo),1.1
l10n_mx_wbl_dangerous_material_M0172,M0172,"MUNICIONES ILUMINANTES con o sin carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.4G
l10n_mx_wbl_dangerous_material_M0173,M0173,BOMBAS DE ILUMINACIÓN PARA FOTOGRAFÍA (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0174,M0174,"MUNICIONES INCENDIARIAS con o sin carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.4G
l10n_mx_wbl_dangerous_material_M0175,M0175,"MUNICIONES LACRIMÓGENAS con carga dispersora, carga expulsora
o carga propulsora (Producto o material explosivo)",1.4G
l10n_mx_wbl_dangerous_material_M0176,M0176,"MUNICIONES FUMÍGENAS con o sin carga dispersora, carga expulsora
o carga propulsora (Producto o material explosivo)",1.4G
l10n_mx_wbl_dangerous_material_M0177,M0177,PÓLVORA DE DESTELLOS (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0178,M0178,TRAZADORES PARA MUNICIONES (Producto o material explosivo),1.4G
l10n_mx_wbl_dangerous_material_M0179,M0179,CARTUCHOS DE SEÑALES (Producto o material explosivo),1.4G
l10n_mx_wbl_dangerous_material_M0180,M0180,SEÑALES FUMÍGENAS (Producto o material explosivo),1.2G
l10n_mx_wbl_dangerous_material_M0181,M0181,INFLAMADORES (Producto o material explosivo),1.2G
l10n_mx_wbl_dangerous_material_M0182,M0182,INFLAMADORES (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0183,M0183,ESPOLETAS DE IGNICIÓN (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0184,M0184,ESPOLETAS DE IGNICIÓN (Producto o material explosivo),1.4G
l10n_mx_wbl_dangerous_material_M0185,M0185,"GRANADAS DE EJERCICIOS, de mano o de fusil (Producto o material explosivo)",1.3G
l10n_mx_wbl_dangerous_material_M0186,M0186,CEBOS TUBULARES (Producto o material explosivo),1.3G
l10n_mx_wbl_dangerous_material_M0187,M0187,CEBOS TUBULARES (Producto o material explosivo),1.4G
l10n_mx_wbl_dangerous_material_M0188,M0188,"CARTUCHOS PARA ARMAS, con carga explosiva (Producto o material explosivo)",1.2E
l10n_mx_wbl_dangerous_material_M0189,M0189,"MOTORES DE COHETE CON LÍQUIDOS HIPERGÓLICOS, con o sin carga expulsora (Producto o material explosivo)",1.2L
l10n_mx_wbl_dangerous_material_M0190,M0190,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),1.4S
l10n_mx_wbl_dangerous_material_M0191,M0191,PROYECTILES con carga explosiva (Producto o material explosivo),1.2
l10n_mx_wbl_dangerous_material_M0192,M0192,INFLAMADORES (Producto o material explosivo),1.4G
l10n_mx_wbl_dangerous_material_M0193,M0193,"CARTUCHOS DE FOGUEO PARA ARMAS,  (Producto o material explosivo)",1.1C
l10n_mx_wbl_dangerous_material_M0194,M0194,"CARTUCHOS DE FOGUEO PARA ARMAS, , o CARTUCHOS DE FOGUEO PARA ARMAS DE PEQUEÑO CALIBRE,  (Producto o material explosivo)",1.3C
