id,code,name,description
l10n_mx_wbl_container_type_TC01,TC01,20',Contenedor de 6.1 Mts de longitud
l10n_mx_wbl_container_type_TC02,TC02,40',Contenedor de 12.2 Mts de longitud
l10n_mx_wbl_container_type_TC03,TC03,45',Contenedor de 13.7 Mts de longitud
l10n_mx_wbl_container_type_TC04,TC04,48',Contenedor de 14.6 Mts de longitud
l10n_mx_wbl_container_type_TC05,TC05,53',Contenedor de 16.1 Mts de longitud
