id,code,name,description,flag
l10n_mx_wbl_unit_weight_XT1,XT1,Tableta,"Artículo suelto o sin empaque en forma de barra, bloque o pieza.",Packaging
l10n_mx_wbl_unit_weight_XTB,XTB,Tina,,Packaging
l10n_mx_wbl_unit_weight_XTC,XTC,Caja para té,,Packaging
l10n_mx_wbl_unit_weight_XTD,XTD,Tubo plegable,,Packaging
l10n_mx_wbl_unit_weight_XTG,XTG,Contenedor de tanque genérico,Recipiente especialmente construido para el transporte de líquidos y gases a granel.,Packaging
l10n_mx_wbl_unit_weight_XTI,XTI,Tierce,Barril de 1/6 parte de tonel,Packaging
l10n_mx_wbl_unit_weight_XTK,XTK,Tanque rectangular,,Packaging
l10n_mx_wbl_unit_weight_XTL,XTL,Tina con tapa,,Packaging
l10n_mx_wbl_unit_weight_XTN,XTN,Hojalata,,Packaging
l10n_mx_wbl_unit_weight_XTO,XTO,Tonel,Barril con capacidad para 982 litros,Packaging
l10n_mx_wbl_unit_weight_XTR,XTR,Maletero,,Packaging
l10n_mx_wbl_unit_weight_XTS,XTS,Estructura,,Packaging
l10n_mx_wbl_unit_weight_XTT,XTT,Bolsa de mano,Una gran bolsa o cesto.,Packaging
l10n_mx_wbl_unit_weight_XTU,XTU,Tubo,,Packaging
l10n_mx_wbl_unit_weight_XTV,XTV,Tubo con boquilla,"Tubo de plástico, metal o cartón, provisto de una boquilla, que contiene un producto líquido o semilíquido, por ejemplo silicio.",Packaging
l10n_mx_wbl_unit_weight_XTW,XTW,Pallet tricapa,Una paleta ligera hecha de cartón ondulado resistente.,Packaging
l10n_mx_wbl_unit_weight_XTY,XTY,Tanque cilíndrico,,Packaging
l10n_mx_wbl_unit_weight_XTZ,XTZ,Tubos  con fleje/ agrupados/ armados,,Packaging
l10n_mx_wbl_unit_weight_XUC,XUC,Sin empaque,,Packaging
l10n_mx_wbl_unit_weight_XUN,XUN,Unidad,"Tipo de paquete compuesto de un solo artículo u objeto, no especificado de otro modo como una unidad de equipo de transporte.",Packaging
l10n_mx_wbl_unit_weight_XVA,XVA,Tanque,,Packaging
l10n_mx_wbl_unit_weight_XVG,XVG,"Tanque de gas (a 1,031 mbar y 15° C)",,Packaging
l10n_mx_wbl_unit_weight_XVI,XVI,Frasco pequeño,,Packaging
l10n_mx_wbl_unit_weight_XVK,XVK,Paquete transportable,Tipo de cajón de madera.,Packaging
l10n_mx_wbl_unit_weight_XVL,XVL,Contenedor para líquidos a granel,,Packaging
l10n_mx_wbl_unit_weight_XVN,XVN,Vehículo,Medio de transporte autopropulsado.,Packaging
l10n_mx_wbl_unit_weight_XVO,XVO,"Contenedor para sólido de partículas grandes a granel (""nódulos"")",,Packaging
l10n_mx_wbl_unit_weight_XVP,XVP,Envasado al vacío,,Packaging
l10n_mx_wbl_unit_weight_XVQ,XVQ,Tanque para Gas licuado (a temperatura / presión anormal),,Packaging
l10n_mx_wbl_unit_weight_XVR,XVR,Contenedor para sólidos de partículas granulares a granel (Granos),,Packaging
l10n_mx_wbl_unit_weight_XVS,XVS,Contenedor de chatarra a granel,Chatarra suelta o sin empaquetar transportada a granel.,Packaging
l10n_mx_wbl_unit_weight_XVY,XVY,"Contenedor para sólido de partículas finas a granel (""polvos"")",,Packaging
l10n_mx_wbl_unit_weight_XWA,XWA,Contenedor de granel intermedio,"Recipiente reutilizable hecho de metal, plástico, textiles, madera o materiales compuestos utilizados para facilitar el transporte de sólidos y líquidos a granel en volúmenes manejables.",Packaging
l10n_mx_wbl_unit_weight_XWB,XWB,Botella de mimbre,,Packaging
l10n_mx_wbl_unit_weight_XWC,XWC,Contenedor intermedio para gráneles y de acero,,Packaging
l10n_mx_wbl_unit_weight_XWD,XWD,Contenedor intermedio para gráneles y de aluminio,,Packaging
l10n_mx_wbl_unit_weight_XWF,XWF,Contenedor intermedio para gráneles y de metal,,Packaging
l10n_mx_wbl_unit_weight_XWG,XWG,Contenedor intermedio para gráneles y de acero presurizado menor a 10 kpa,,Packaging
l10n_mx_wbl_unit_weight_XWH,XWH,"Contenedor intermedio para gráneles y de aluminio, presurizado menor a 10 kpa",,Packaging
l10n_mx_wbl_unit_weight_XWJ,XWJ,Contenedor intermedio para gráneles y de metal con una presión de 10 kpa,,Packaging
l10n_mx_wbl_unit_weight_XWK,XWK,Contenedor intermedio para gráneles y de acero para líquido,,Packaging
l10n_mx_wbl_unit_weight_XWL,XWL,Contenedor intermedio para gráneles y de aluminio para líquido,,Packaging
l10n_mx_wbl_unit_weight_XWM,XWM,Contenedor intermedio para gráneles y de metal para líquido,,Packaging
l10n_mx_wbl_unit_weight_XWN,XWN,Contenedor intermedio para gráneles con tejido plástico sin capa con revestimiento,,Packaging
l10n_mx_wbl_unit_weight_XWP,XWP,Contenedor intermedio para gráneles con tejido plástico y recubierto,,Packaging
l10n_mx_wbl_unit_weight_XWQ,XWQ,Contenedor intermedio para gráneles con tejido plástico con revestimiento,,Packaging
l10n_mx_wbl_unit_weight_XWR,XWR,"Contenedor intermedio para gráneles con tejido plástico, revestido y con forro",,Packaging
l10n_mx_wbl_unit_weight_XWS,XWS,Contenedor intermedio para gráneles con película de plástico,,Packaging
l10n_mx_wbl_unit_weight_XWT,XWT,Contenedor intermedio para gráneles textil sin capa / forro,,Packaging
l10n_mx_wbl_unit_weight_XWU,XWU,Contenedor intermedio para gráneles de madera natural con forro interior,,Packaging
l10n_mx_wbl_unit_weight_XWV,XWV,Contenedor intermedio para gráneles textil recubierto,,Packaging
l10n_mx_wbl_unit_weight_XWW,XWW,Contenedor intermedio para gráneles textil con revestimiento,,Packaging
l10n_mx_wbl_unit_weight_XWX,XWX,Contenedor intermedio para gráneles textil recubierto y con forro,,Packaging
l10n_mx_wbl_unit_weight_XWY,XWY,Contenedor intermedio para gráneles contrachapado con revestimiento interior,,Packaging
l10n_mx_wbl_unit_weight_XWZ,XWZ,Contenedor intermedio para gráneles de madera reconstituida con revestimiento interior,,Packaging
l10n_mx_wbl_unit_weight_XXA,XXA,"Bolsa de tejido plástico, sin abrigo interior ni forro",,Packaging
l10n_mx_wbl_unit_weight_XXB,XXB,Bolsa de tejido plástico a prueba de filtraciones,,Packaging
l10n_mx_wbl_unit_weight_XXC,XXC,Bolsa de tejido plástico resistente al agua,,Packaging
l10n_mx_wbl_unit_weight_XXD,XXD,Bolsa con película de plástico,,Packaging
l10n_mx_wbl_unit_weight_XXF,XXF,Bolsa textil sin capa ni forro interior,,Packaging
l10n_mx_wbl_unit_weight_XXG,XXG,Bolsa textil a prueba de filtraciones,,Packaging
l10n_mx_wbl_unit_weight_XXH,XXH,Bolsa textil resistente al agua,,Packaging
l10n_mx_wbl_unit_weight_XXJ,XXJ,Bolsa de papel multi-pared,,Packaging
l10n_mx_wbl_unit_weight_XXK,XXK,"Bolsa de papel multi-pared, resistente al agua",,Packaging
l10n_mx_wbl_unit_weight_XYA,XYA,"Empaque compuesto, recipiente de plástico en tambor de acero",,Packaging
l10n_mx_wbl_unit_weight_XYB,XYB,"Empaque compuesto, recipiente de plástico en cajas de acero",,Packaging
l10n_mx_wbl_unit_weight_XYC,XYC,"Empaque compuesto, recipiente de plástico en tambor de aluminio",,Packaging
l10n_mx_wbl_unit_weight_XYD,XYD,"Empaque compuesto, recipiente de plástico en cajón de aluminio",,Packaging
l10n_mx_wbl_unit_weight_XYF,XYF,"Empaque compuesto, recipiente de plástico en caja de madera",,Packaging
l10n_mx_wbl_unit_weight_XYG,XYG,"Empaque compuesto, recipiente de plástico en tambor de madera contrachapada",,Packaging
l10n_mx_wbl_unit_weight_XYH,XYH,"Empaque compuesto, recipiente de plástico en caja de madera contrachapada",,Packaging
l10n_mx_wbl_unit_weight_XYJ,XYJ,"Empaque compuesto, recipiente de plástico en tambor de fibra",,Packaging
l10n_mx_wbl_unit_weight_XYK,XYK,"Empaque compuesto, recipiente de plástico en caja de cartón",,Packaging
l10n_mx_wbl_unit_weight_XYL,XYL,"Empaque compuesto, recipiente de plástico en el tambor de plástico",,Packaging
l10n_mx_wbl_unit_weight_XYM,XYM,"Empaque compuesto, recipiente de plástico en caja de plástico sólido",,Packaging
l10n_mx_wbl_unit_weight_XYN,XYN,"Empaque compuesto, receptáculo de vidrio en tambor de acero",,Packaging
l10n_mx_wbl_unit_weight_XYP,XYP,"Empaque compuesto, receptáculo de vidrio en caja de cajas de acero",,Packaging
l10n_mx_wbl_unit_weight_XYQ,XYQ,"Empaque compuesto, recipiente de vidrio en tambor de aluminio",,Packaging
l10n_mx_wbl_unit_weight_XYR,XYR,"Empaque compuesto, receptáculo de vidrio en caja de aluminio",,Packaging
l10n_mx_wbl_unit_weight_XYS,XYS,"Empaque compuesto, recipiente de vidrio en caja de madera",,Packaging
l10n_mx_wbl_unit_weight_XYT,XYT,"Empaque compuesto, recipiente de vidrio en tambor de madera contrachapada",,Packaging
l10n_mx_wbl_unit_weight_Xyv,Xyv,"Empaque compuesto, recipiente de vidrio en el cesto de mimbre",,Packaging
l10n_mx_wbl_unit_weight_XYW,XYW,"Empaque compuesto, recipiente de vidrio en tambor de fibra",,Packaging
l10n_mx_wbl_unit_weight_XYX,XYX,"Empaque compuesto, recipiente de vidrio en caja de cartón",,Packaging
l10n_mx_wbl_unit_weight_XYY,XYY,"Empaque compuesto, recipiente de vidrio en paquete de plástico expandible",,Packaging
l10n_mx_wbl_unit_weight_XYZ,XYZ,"Empaque compuesto, recipiente de vidrio en paquete de plástico sólido",,Packaging
l10n_mx_wbl_unit_weight_XZA,XZA,"Contenedor de granel intermedio, papel, multi-pared",,Packaging
l10n_mx_wbl_unit_weight_XZB,XZB,Bolsa grande,,Packaging
l10n_mx_wbl_unit_weight_XZC,XZC,"Contenedor intermedio para gráneles de papel, multi-pared y resistente al agua",,Packaging
l10n_mx_wbl_unit_weight_XZD,XZD,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para sólidos",,Packaging
l10n_mx_wbl_unit_weight_XZF,XZF,"Contenedor intermedio para gráneles de plástico rígido, autoportante para sólidos",,Packaging
l10n_mx_wbl_unit_weight_XZG,XZG,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural, presurizado",,Packaging
l10n_mx_wbl_unit_weight_XZH,XZH,"Contenedor intermedio para gráneles de plástico rígido, autoportante y presurizado",,Packaging
l10n_mx_wbl_unit_weight_XZJ,XZJ,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para líquidos",,Packaging
l10n_mx_wbl_unit_weight_XZK,XZK,"Contenedor intermedio para gráneles de plástico rígido, autoportante, líquidos",,Packaging
l10n_mx_wbl_unit_weight_XZL,XZL,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, sólidos",,Packaging
l10n_mx_wbl_unit_weight_XZM,XZM,"Contenedor intermedio para gráneles, compuesto y de plástico flexible, sólidos",,Packaging
l10n_mx_wbl_unit_weight_XZN,XZN,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, presurizado",,Packaging
l10n_mx_wbl_unit_weight_XZP,XZP,"Contenedor intermedio para gráneles, compuesto y de plástico flexible, presurizado",,Packaging
l10n_mx_wbl_unit_weight_XZQ,XZQ,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, líquidos",,Packaging
l10n_mx_wbl_unit_weight_XZR,XZR,"Contenedor intermedio para gráneles, compuesto y de plástico flexible para líquidos",,Packaging
l10n_mx_wbl_unit_weight_XZS,XZS,"Contenedor intermedio para gráneles, compuesto",,Packaging
l10n_mx_wbl_unit_weight_XZT,XZT,Contenedor intermedio para gráneles con tablero de fibras,,Packaging
l10n_mx_wbl_unit_weight_XZU,XZU,Contenedor intermedio para gráneles flexible,,Packaging
l10n_mx_wbl_unit_weight_XZV,XZV,"Contenedor intermedio para gráneles de metal, distinto del acero",,Packaging
l10n_mx_wbl_unit_weight_XZW,XZW,"Contenedor intermedio para gráneles, de madera natural",,Packaging
l10n_mx_wbl_unit_weight_XZX,XZX,"Contenedor intermedio para gráneles, de contrachapado",,Packaging
l10n_mx_wbl_unit_weight_XZY,XZY,"Contenedor intermedio para gráneles, de madera reconstituida",,Packaging
l10n_mx_wbl_unit_weight_KGM,KGM,Kilogramo,Una unidad de masa igual a mil gramos.,Mass
l10n_mx_wbl_unit_weight_MC,MC,Microgramo,,Mass
l10n_mx_wbl_unit_weight_DJ,DJ,Decagramo,,Mass
l10n_mx_wbl_unit_weight_DG,DG,Decigramo,,Mass
l10n_mx_wbl_unit_weight_GRM,GRM,Gramo,"Medida de masa, de símbolo g, que es igual a la milésima parte de un kilogramo.",Mass
l10n_mx_wbl_unit_weight_CGM,CGM,Centigramo,,Mass
l10n_mx_wbl_unit_weight_TNE,TNE,Tonelada (tonelada métrica),Sinónimo: tonelada métrica,Mass
l10n_mx_wbl_unit_weight_DTN,DTN,Decitonelada métrica,"Sinónimo: centner, métrico 100 kg; Quintal, métrico 100 kg",Mass
l10n_mx_wbl_unit_weight_MGM,MGM,Miligramo,"Medida de masa, de símbolo mg, que es igual a la milésima parte de un gramo.",Mass
l10n_mx_wbl_unit_weight_HGM,HGM,Hectogramo,,Mass
l10n_mx_wbl_unit_weight_KTN,KTN,Kilotonelada Métrica,,Mass
l10n_mx_wbl_unit_weight_2U,2U,Megagramo,,Mass
l10n_mx_wbl_unit_weight_LBR,LBR,Libra,"Unidad monetaria de Irlanda (hasta su sustitución por el euro), Reino Unido, Chipre, Egipto, Líbano, Malta, Siria y otros países.",Mass
l10n_mx_wbl_unit_weight_GRN,GRN,Grano,"Es la mínima unidad de masa en el sistema inglés de medidas. Se considera con el mismo valor en cualquier país anglosajón. Se utiliza para estimar con más sensibilidad y precisión la poca masa de pequeños objetos (medicamentos, drogas, pólvora, proyectiles, piezas de joyería, etc.).",Mass
l10n_mx_wbl_unit_weight_ONZ,ONZ,Onza (avoirdupois),"Es una unidad de masa usada desde la Antigua Roma para pesar con mayor precisión las mercancías y otros artículos, especialmente si su peso era menor que una libra romana",Mass
l10n_mx_wbl_unit_weight_CWI,CWI,Hundredweight,,Mass
l10n_mx_wbl_unit_weight_CWA,CWA,Hundred pound,,Mass
l10n_mx_wbl_unit_weight_LTN,LTN,Tonelada (UK) o tonelada larga (estados unidos),Sinónimo: tonelada bruta (2240 ​​lb),Mass
l10n_mx_wbl_unit_weight_STI,STI,Estone (UK),,Mass
l10n_mx_wbl_unit_weight_STN,STN,Tonelada (estados unidos) o tonelada corta (UK y estados unidos),Sinónimo: tonelada neta (2000 lb),Mass
l10n_mx_wbl_unit_weight_APZ,APZ,Onza troy u onza farmacéutica ,,Mass
l10n_mx_wbl_unit_weight_F13,F13,Slug,Una unidad de masa. Un slug es la masa acelerada a 1 pie por segundo por segundo por una fuerza de 1 libra.,Mass
l10n_mx_wbl_unit_weight_K64,K64,Libra (avoirdupois) por grado fahrenheit,,Mass
l10n_mx_wbl_unit_weight_L69,L69,Tonelada por kelvin,,Mass
l10n_mx_wbl_unit_weight_L87,L87,Tonelada corta por grado fahrenheit,,Mass
l10n_mx_wbl_unit_weight_M85,M85,"Tonelada, ensayo","Unidad de masa no conforme al sistema internacional, utilizada en la mineralogía para determinar la concentración de metales preciosos en el mineral de acuerdo con la masa del metal precioso en miligramos en una muestra de la masa de un sonido de ensayo (número de onzas troy en una tonelada corta (1 000 lb)).",Mass
l10n_mx_wbl_unit_weight_M86,M86,Libra Alemana,Anticuada unidad de masa usada en Alemania.,Mass
l10n_mx_wbl_unit_weight_J33,J33,Microgramo por kilogramo,,Mass
l10n_mx_wbl_unit_weight_L32,L32,Nanogramo por kilogramo,,Mass
l10n_mx_wbl_unit_weight_NA,NA,Miligramo por kilogramo,,Mass
l10n_mx_wbl_unit_weight_M29,M29,Kilogramo por kilogramo,,Mass
l10n_mx_wbl_unit_weight_M91,M91,Libra por libra,Proporción de la masa consistente en la libra avoirdupois según el sistema unitario avoirdupois dividido por la libra avoirdupois según el sistema unitario avoirdupois.,Mass
l10n_mx_wbl_unit_weight_Q29,Q29,Microgramo por hectogramo,Microgramo por hectogramo,Mass
l10n_mx_wbl_unit_weight_MTQ,MTQ,Metro cúbico,Sinónimo: metro cúbico,Volume
l10n_mx_wbl_unit_weight_MAL,MAL,Megalitro,,Volume
l10n_mx_wbl_unit_weight_LTR,LTR,Litro,"Es una unidad de volumen equivalente a un decímetro cúbico (1 dm³). Su uso es aceptado en el Sistema Internacional de Unidades (SI), aunque ya no pertenece estrictamente a él.",Volume
l10n_mx_wbl_unit_weight_MMQ,MMQ,Milímetro cúbico,"Medida de longitud, de símbolo mm, que es igual a la milésima parte de un metro.",Volume
l10n_mx_wbl_unit_weight_CMQ,CMQ,Centímetro cúbico,"Medida de longitud, de símbolo cm, que es igual a la centésima parte de un metro.",Volume
l10n_mx_wbl_unit_weight_DMQ,DMQ,Decímetro cúbico,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",Volume
l10n_mx_wbl_unit_weight_MLT,MLT,Mililitro,"Medida de volumen, de símbolo ml, que es igual a la milésima parte de un litro.",Volume
l10n_mx_wbl_unit_weight_HLT,HLT,Hectolitro,"Es una unidad de volumen equivalente a cien litros, representado por el símbolo hl. Es el segundo múltiplo del litro y también equivale a 100 decímetros cúbicos (0,1 metros cúbicos).",Volume
l10n_mx_wbl_unit_weight_CLT,CLT,Centilitro,"Medida de volumen, de símbolo cl, que es igual a la centésima parte de un litro.",Volume
l10n_mx_wbl_unit_weight_DMA,DMA,Decámetro cúbico,,Volume
l10n_mx_wbl_unit_weight_H19,H19,Hectómetro cúbico,,Volume
l10n_mx_wbl_unit_weight_H20,H20,Kilómetro cúbico,,Volume
l10n_mx_wbl_unit_weight_M71,M71,Metro cúbico por pascal (joules),"Unidad de Energía del sistema internacional, metro elevado al exponente 3 y dividido por la unidad pascal.",Volume
l10n_mx_wbl_unit_weight_DLT,DLT,Decilitro,,Volume
l10n_mx_wbl_unit_weight_4G,4G,Microlitro,,Volume
l10n_mx_wbl_unit_weight_K6,K6,Kilolitro,,Volume
l10n_mx_wbl_unit_weight_A44,A44,Decalitro,,Volume
l10n_mx_wbl_unit_weight_G94,G94,Centímetro cúbico por bar,,Volume
l10n_mx_wbl_unit_weight_G95,G95,Litro por bar,,Volume
l10n_mx_wbl_unit_weight_G96,G96,Metro cúbico por bar,,Volume
l10n_mx_wbl_unit_weight_G97,G97,Mililitro por bar ,,Volume
l10n_mx_wbl_unit_weight_5I,5I,Pies cúbicos estándar,Utilice estándar (código común WSD),Volume
l10n_mx_wbl_unit_weight_INQ,INQ,Pulgada cúbica,Sinónimo: pulgada cuadrada,Volume
l10n_mx_wbl_unit_weight_FTQ,FTQ,Pie cúbico,,Volume
l10n_mx_wbl_unit_weight_YDQ,YDQ,Yarda cúbica,,Volume
l10n_mx_wbl_unit_weight_GLI,GLI,Galón (UK),"Es una unidad de volumen que se emplea en los países anglófonos (especialmente Estados Unidos) o con influencia de estos (como Liberia, Guatemala, Panamá, Honduras, Nicaragua, El Salvador, Colombia y parcialmente en México), para medir volúmenes de líquidos, principalmente la gasolina y su precio. Antiguamente, el volumen de un galón dependía de lo que se midiera, y dónde. Sin embargo, en el siglo XIX existían dos definiciones de uso común: ""galón de vino"" (wine gallon) y ""galón de cerveza británico"" (ale gallon).
Es equivalente a 3.7854 litros.",Volume
l10n_mx_wbl_unit_weight_GLL,GLL,Galón (EUA),"Es una unidad de volumen que se emplea en los países anglófonos (especialmente Estados Unidos) o con influencia de estos (como Liberia, Guatemala, Panamá, Honduras, Nicaragua, El Salvador, Colombia y parcialmente en México), para medir volúmenes de líquidos, principalmente la gasolina y su precio. Antiguamente, el volumen de un galón dependía de lo que se midiera, y dónde. Sin embargo, en el siglo XIX existían dos definiciones de uso común: ""galón de vino"" (wine gallon) y ""galón de cerveza británico"" (ale gallon).",Volume
l10n_mx_wbl_unit_weight_PT,PT,Pinta (US),Utilice pinta líquida (código común PTL),Volume
l10n_mx_wbl_unit_weight_PTI,PTI,Pint (uk),"Es una unidad de volumen inglesa en el sistema imperial y los Estados Unidos. La versión imperial usada en el UK es de 20 onzas líquidas y es equivalente a 568,26125 ml, mientras que en los EUA es de 16 onzas líquidas y es equivalente a 473,17647 ml.",Volume
l10n_mx_wbl_unit_weight_QTI,QTI,Cuarto (UK),Es una unidad de medida de volumen equivalente a media fanega. En Castilla equivalía a aproximadamente a 6 celemines. La medida real cambia según regiones o incluso localidades.,Volume
l10n_mx_wbl_unit_weight_PTL,PTL,Pinta líquida (estados unidos),,Volume
l10n_mx_wbl_unit_weight_QTL,QTL,Cuarto de líquido (estadis unidos),,Volume
l10n_mx_wbl_unit_weight_PTD,PTD,Pinta seca (estados unidos),,Volume
l10n_mx_wbl_unit_weight_OZI,OZI,Onza líquida (UK),,Volume
l10n_mx_wbl_unit_weight_QT,QT,Cuarto (EUA),Utilice cuarto de galón líquido (código común QTL),Volume
l10n_mx_wbl_unit_weight_J57,J57,Barril (uk petróleo),Es el nombre de varias unidades de volumen usadas en el Reino Unido y en los Estados Unidos.,Volume
l10n_mx_wbl_unit_weight_K21,K21,Pie cúbico por grado fahrenheit,,Volume
l10n_mx_wbl_unit_weight_K23,K23,Pie cúbico por psi (libra por pulgada cuadrada),,Volume
l10n_mx_wbl_unit_weight_L43,L43,Peck (UK),"Un peck es una unidad tradicional de medida de volúmenes. Aunque puede ser utilizado para medir seco y líquido, se utiliza generalmente para las materias secas. Es igual a 1/4 bushel, 2 galones, o 8 cuartos de galón.",Volume
l10n_mx_wbl_unit_weight_L61,L61,Pinta (US seco),Utilice pinta seca (código común PTD),Volume
l10n_mx_wbl_unit_weight_L62,L62,Cuarto de galón (seco de los EUA),Utilice cuarto seco (EUA) (código común QTD),Volume
l10n_mx_wbl_unit_weight_L84,L84,Tonelada (flota UK),,Volume
l10n_mx_wbl_unit_weight_L86,L86,Tonelada (flota estados unidos),,Volume
l10n_mx_wbl_unit_weight_M11,M11,Yarda cúbica por grado fahrenheit,,Volume
l10n_mx_wbl_unit_weight_M14,M14,Yarda cúbica por psi (libra por pulgada cuadrada),,Volume
l10n_mx_wbl_unit_weight_OZA,OZA,Onza líquida (estados unidos),,Volume
l10n_mx_wbl_unit_weight_BUI,BUI,Bushel (UK),"Un bushel tiene 4 pecks o 32 quarts, y equivale a 1,03205 del bushel de los Estados Unidos, que a su vez equivale a 0,35238 hectolitros. La palabra bushel está cayendo en desuso rápidamente.",Volume
l10n_mx_wbl_unit_weight_BUA,BUA,Bushel (EUA),"El bushel es una unidad de medida de capacidad para mercancía sólida en los países anglosajones (países de habla inglesa). Se utiliza en el comercio de granos, harinas y otros productos análogos.",Volume
l10n_mx_wbl_unit_weight_BLL,BLL,Barril (EUA),"Un barril estadounidense es igual a:

42 galones estadounidenses
168 cuartos estadounidenses
336 pintas estadounidenses
1344 gills estadounidenses
5376 onzas líquidas estadounidenses
158.987294928 litros",Volume
l10n_mx_wbl_unit_weight_BLD,BLD,Barril seco (EUA),,Volume
l10n_mx_wbl_unit_weight_GLD,GLD,Galón seco (EUA),,Volume
l10n_mx_wbl_unit_weight_QTD,QTD,Cuarto seco (estados unidos),,Volume
l10n_mx_wbl_unit_weight_G26,G26,Estere,,Volume
l10n_mx_wbl_unit_weight_G21,G21,Taza (unidad de volumen),,Volume
l10n_mx_wbl_unit_weight_G24,G24,Cucharada (estados unidos),"1/2 onzas fluidas, 3 cucharaditas, 15 mililitros",Volume
l10n_mx_wbl_unit_weight_G25,G25,Cucharilla (estados unidos),1/6 onzas fluidas o 5 mililitros,Volume
l10n_mx_wbl_unit_weight_G23,G23,Peck,Es una unidad de medida imperial y habitual en  Estados Unidos de volumen seco.,Volume
l10n_mx_wbl_unit_weight_M67,M67,Acre-pie,"Unidad de volúmen, la cúal es usada en los Estados Unidos para medir la capacidad de las presas.",Volume
l10n_mx_wbl_unit_weight_M68,M68,Cordón,Unidad tradicional del volumen de leña apilada que se ha medido con un cordón.,Volume
l10n_mx_wbl_unit_weight_M69,M69,Milla cúbica (reino unido),,Volume
l10n_mx_wbl_unit_weight_M70,M70,Unidad tradicional de capacidad de carga,,Volume
l10n_mx_wbl_unit_weight_Q32,Q32,Femtolitro,,Volume
l10n_mx_wbl_unit_weight_Q33,Q33,Picolitro,,Volume
l10n_mx_wbl_unit_weight_Q34,Q34,Nanolitro,,Volume
l10n_mx_wbl_unit_weight_NM3,NM3,Metro cúbico normalizado,Metros cúbicos normalizados (temperatura 0 ° C y presión 101325 milibares),Volume
l10n_mx_wbl_unit_weight_SM3,SM3,Metro cúbico estándar,Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares),Volume
